Date,Price_IDR,Promotion,Demand_Raw,Sales_Actual,Stockout_Occurred,Demand_Cleaned
2024-11-23,65000,0,443,443,0,443
2024-11-24,65000,0,433,433,0,433
2024-11-25,61750,1,494,494,0,494
2024-11-26,61750,1,456,456,0,456
2024-11-27,52000,1,583,583,0,583
2024-11-28,58500,1,668,668,0,668
2024-11-29,65000,0,409,409,0,409
2024-11-30,65000,0,457,457,0,457
2024-12-01,65000,0,486,486,0,486
2024-12-02,65000,0,311,311,0,311
2024-12-03,65000,0,406,406,0,406
2024-12-04,65000,0,353,353,0,353
2024-12-05,65000,0,484,392,1,441
2024-12-06,65000,0,451,451,0,451
2024-12-07,65000,0,488,488,0,488
2024-12-08,65000,0,443,443,0,443
2024-12-09,65000,0,410,410,0,410
2024-12-10,65000,0,366,366,0,366
2024-12-11,65000,0,425,425,0,425
2024-12-12,52000,1,1002,1002,0,1002
2024-12-13,65000,0,502,502,0,502
2024-12-14,65000,0,538,538,0,538
2024-12-15,65000,0,458,458,0,458
2024-12-16,65000,0,379,379,0,379
2024-12-17,65000,0,364,364,0,364
2024-12-18,65000,0,402,402,0,402
2024-12-19,65000,0,412,412,0,412
2024-12-20,65000,0,492,492,0,492
2024-12-21,65000,0,574,574,0,574
2024-12-22,65000,0,494,494,0,494
2024-12-23,65000,0,491,491,0,491
2024-12-24,65000,0,495,495,0,495
2024-12-25,58500,1,564,564,0,564
2024-12-26,65000,0,459,459,0,459
2024-12-27,58500,1,523,523,0,523
2024-12-28,65000,0,533,292,1,514
2024-12-29,65000,0,541,541,0,541
2024-12-30,65000,0,460,460,0,460
2024-12-31,65000,0,495,495,0,495
2025-01-01,65000,0,392,392,0,392
2025-01-02,65000,0,401,401,0,401
2025-01-03,65000,0,453,252,1,443
2025-01-04,65000,0,484,484,0,484
2025-01-05,65000,0,479,479,0,479
2025-01-06,65000,0,393,393,0,393
2025-01-07,65000,0,397,397,0,397
2025-01-08,65000,0,412,412,0,412
2025-01-09,65000,0,416,416,0,416
2025-01-10,65000,0,460,460,0,460
2025-01-11,65000,0,498,498,0,498
2025-01-12,65000,0,361,361,0,361
2025-01-13,65000,0,408,408,0,408
2025-01-14,65000,0,413,413,0,413
2025-01-15,65000,0,439,439,0,439
2025-01-16,65000,0,430,430,0,430
2025-01-17,65000,0,373,373,0,373
2025-01-18,65000,0,444,444,0,444
2025-01-19,65000,0,447,447,0,447
2025-01-20,65000,0,399,391,1,422
2025-01-21,65000,0,410,410,0,410
2025-01-22,65000,0,388,388,0,388
2025-01-23,65000,0,412,412,0,412
2025-01-24,65000,0,481,481,0,481
2025-01-25,65000,0,496,496,0,496
2025-01-26,58500,1,590,590,0,590
2025-01-27,58500,1,611,611,0,611
2025-01-28,58500,1,568,568,0,568
2025-01-29,65000,0,424,424,0,424
2025-01-30,65000,0,451,400,1,512
2025-01-31,65000,0,416,213,1,510
2025-02-01,65000,0,523,523,0,523
2025-02-02,65000,0,476,476,0,476
2025-02-03,65000,0,385,385,0,385
2025-02-04,65000,0,443,443,0,443
2025-02-05,65000,0,421,421,0,421
2025-02-06,65000,0,455,455,0,455
2025-02-07,65000,0,445,445,0,445
2025-02-08,65000,0,473,336,1,450
2025-02-09,65000,0,462,462,0,462
2025-02-10,65000,0,363,363,0,363
2025-02-11,65000,0,374,374,0,374
2025-02-12,65000,0,464,262,1,408
2025-02-13,65000,0,390,390,0,390
2025-02-14,65000,0,463,463,0,463
2025-02-15,65000,0,499,499,0,499
2025-02-16,65000,0,408,408,0,408
2025-02-17,65000,0,364,364,0,364
2025-02-18,65000,0,420,420,0,420
2025-02-19,65000,0,436,436,0,436
2025-02-20,65000,0,439,439,0,439
2025-02-21,65000,0,501,439,1,433
2025-02-22,65000,0,487,487,0,487
2025-02-23,65000,0,504,504,0,504
2025-02-24,65000,0,377,212,1,441
2025-02-25,55250,1,579,579,0,579
2025-02-26,58500,1,569,569,0,569
2025-02-27,58500,1,604,604,0,604
2025-02-28,58500,1,605,605,0,605
2025-03-01,65000,0,448,448,0,448
2025-03-02,65000,0,505,505,0,505
2025-03-03,65000,0,362,362,0,362
2025-03-04,65000,0,403,403,0,403
2025-03-05,58500,1,1024,1024,0,1024
2025-03-06,61750,1,1062,1062,0,1062
2025-03-07,65000,0,1017,1017,0,1017
2025-03-08,65000,0,1302,1302,0,1302
2025-03-09,65000,0,1166,1166,0,1166
2025-03-10,61750,1,986,986,0,986
2025-03-11,58500,1,991,991,0,991
2025-03-12,58500,1,1020,1020,0,1020
2025-03-13,65000,0,868,868,0,868
2025-03-14,55250,1,1365,1365,0,1365
2025-03-15,58500,1,1417,1107,1,1100
2025-03-16,65000,0,1121,1121,0,1121
2025-03-17,61750,1,998,998,0,998
2025-03-18,61750,1,988,988,0,988
2025-03-19,65000,0,905,905,0,905
2025-03-20,61750,1,1123,1123,0,1123
2025-03-21,58500,1,1164,1164,0,1164
2025-03-22,65000,0,1083,1083,0,1083
2025-03-23,55250,1,1378,1118,1,1055
2025-03-24,65000,0,861,688,1,1054
2025-03-25,61750,1,964,964,0,964
2025-03-26,58500,1,1059,860,1,1006
2025-03-27,55250,1,1418,1249,1,1000
2025-03-28,58500,1,1292,1135,1,1018
2025-03-29,65000,0,1117,855,1,1014
2025-03-30,65000,0,993,993,0,993
2025-03-31,65000,0,60,60,0,60
2025-04-01,65000,0,57,57,0,57
2025-04-02,65000,0,64,64,0,64
2025-04-03,65000,0,417,343,1,630
2025-04-04,65000,0,451,451,0,451
2025-04-05,65000,0,409,409,0,409
2025-04-06,65000,0,544,544,0,544
2025-04-07,65000,0,401,401,0,401
2025-04-08,65000,0,415,415,0,415
2025-04-09,65000,0,432,432,0,432
2025-04-10,65000,0,468,468,0,468
2025-04-11,65000,0,376,376,0,376
2025-04-12,65000,0,493,493,0,493
2025-04-13,65000,0,460,460,0,460
2025-04-14,65000,0,425,425,0,425
2025-04-15,65000,0,424,424,0,424
2025-04-16,65000,0,431,431,0,431
2025-04-17,65000,0,456,456,0,456
2025-04-18,65000,0,446,446,0,446
2025-04-19,65000,0,479,479,0,479
2025-04-20,65000,0,449,449,0,449
2025-04-21,65000,0,444,444,0,444
2025-04-22,65000,0,387,387,0,387
2025-04-23,65000,0,398,398,0,398
2025-04-24,65000,0,455,455,0,455
2025-04-25,65000,0,461,461,0,461
2025-04-26,58500,1,590,590,0,590
2025-04-27,65000,0,497,497,0,497
2025-04-28,61750,1,478,478,0,478
2025-04-29,65000,0,399,399,0,399
2025-04-30,65000,0,403,403,0,403
2025-05-01,65000,0,441,441,0,441
2025-05-02,65000,0,359,359,0,359
2025-05-03,65000,0,529,529,0,529
2025-05-04,65000,0,442,442,0,442
2025-05-05,65000,0,458,458,0,458
2025-05-06,65000,0,421,421,0,421
2025-05-07,65000,0,443,443,0,443
2025-05-08,65000,0,451,451,0,451
2025-05-09,65000,0,457,457,0,457
2025-05-10,65000,0,425,425,0,425
2025-05-11,65000,0,518,518,0,518
2025-05-12,65000,0,354,354,0,354
2025-05-13,65000,0,402,402,0,402
2025-05-14,65000,0,442,442,0,442
2025-05-15,65000,0,408,408,0,408
2025-05-16,65000,0,444,438,1,429
2025-05-17,65000,0,488,488,0,488
2025-05-18,65000,0,452,452,0,452
2025-05-19,65000,0,376,376,0,376
2025-05-20,65000,0,401,401,0,401
2025-05-21,65000,0,378,215,1,429
2025-05-22,65000,0,390,390,0,390
2025-05-23,65000,0,431,431,0,431
2025-05-24,65000,0,477,477,0,477
2025-05-25,65000,0,528,528,0,528
2025-05-26,55250,1,561,561,0,561
2025-05-27,55250,1,565,565,0,565
2025-05-28,58500,1,537,537,0,537
2025-05-29,65000,0,384,384,0,384
2025-05-30,65000,0,479,479,0,479
2025-05-31,65000,0,496,496,0,496
2025-06-01,65000,0,473,473,0,473
2025-06-02,65000,0,422,324,1,499
2025-06-03,65000,0,396,396,0,396
2025-06-04,65000,0,423,423,0,423
2025-06-05,65000,0,434,434,0,434
2025-06-06,65000,0,400,400,0,400
2025-06-07,65000,0,531,531,0,531
2025-06-08,65000,0,540,540,0,540
2025-06-09,65000,0,399,399,0,399
2025-06-10,65000,0,389,389,0,389
2025-06-11,65000,0,428,428,0,428
2025-06-12,65000,0,467,467,0,467
2025-06-13,65000,0,480,480,0,480
2025-06-14,65000,0,495,495,0,495
2025-06-15,65000,0,511,511,0,511
2025-06-16,65000,0,390,390,0,390
2025-06-17,65000,0,421,421,0,421
2025-06-18,65000,0,427,427,0,427
2025-06-19,65000,0,453,453,0,453
2025-06-20,65000,0,437,437,0,437
2025-06-21,65000,0,458,458,0,458
2025-06-22,65000,0,555,555,0,555
2025-06-23,65000,0,388,388,0,388
2025-06-24,65000,0,383,383,0,383
2025-06-25,55250,1,602,602,0,602
2025-06-26,55250,1,671,671,0,671
2025-06-27,55250,1,698,698,0,698
2025-06-28,58500,1,641,641,0,641
2025-06-29,65000,0,507,507,0,507
2025-06-30,65000,0,412,412,0,412
2025-07-01,65000,0,416,416,0,416
2025-07-02,65000,0,429,429,0,429
2025-07-03,65000,0,440,440,0,440
2025-07-04,65000,0,443,443,0,443
2025-07-05,65000,0,483,483,0,483
2025-07-06,65000,0,464,401,1,447
2025-07-07,65000,0,398,398,0,398
2025-07-08,65000,0,421,421,0,421
2025-07-09,65000,0,367,367,0,367
2025-07-10,65000,0,460,460,0,460
2025-07-11,65000,0,436,436,0,436
2025-07-12,65000,0,514,514,0,514
2025-07-13,65000,0,542,542,0,542
2025-07-14,65000,0,420,420,0,420
2025-07-15,65000,0,484,484,0,484
2025-07-16,65000,0,433,433,0,433
2025-07-17,65000,0,366,366,0,366
2025-07-18,65000,0,457,457,0,457
2025-07-19,65000,0,500,500,0,500
2025-07-20,65000,0,527,527,0,527
2025-07-21,65000,0,424,424,0,424
2025-07-22,65000,0,462,462,0,462
2025-07-23,65000,0,398,398,0,398
2025-07-24,65000,0,444,444,0,444
2025-07-25,61750,1,492,492,0,492
2025-07-26,61750,1,661,661,0,661
2025-07-27,58500,1,598,598,0,598
2025-07-28,61750,1,445,445,0,445
2025-07-29,65000,0,384,384,0,384
2025-07-30,65000,0,421,421,0,421
2025-07-31,65000,0,492,492,0,492
2025-08-01,65000,0,450,450,0,450
2025-08-02,65000,0,445,304,1,493
2025-08-03,65000,0,430,430,0,430
2025-08-04,65000,0,427,427,0,427
2025-08-05,65000,0,446,446,0,446
2025-08-06,65000,0,456,456,0,456
2025-08-07,65000,0,412,412,0,412
2025-08-08,65000,0,474,474,0,474
2025-08-09,65000,0,588,588,0,588
2025-08-10,65000,0,435,435,0,435
2025-08-11,65000,0,497,497,0,497
2025-08-12,65000,0,435,435,0,435
2025-08-13,65000,0,452,452,0,452
2025-08-14,65000,0,479,479,0,479
2025-08-15,65000,0,474,474,0,474
2025-08-16,65000,0,550,550,0,550
2025-08-17,65000,0,471,471,0,471
2025-08-18,65000,0,452,452,0,452
2025-08-19,65000,0,369,369,0,369
2025-08-20,65000,0,426,426,0,426
2025-08-21,65000,0,418,418,0,418
2025-08-22,65000,0,453,453,0,453
2025-08-23,65000,0,545,545,0,545
2025-08-24,65000,0,618,362,1,448
2025-08-25,61750,1,582,533,1,432
2025-08-26,65000,0,459,459,0,459
2025-08-27,58500,1,600,600,0,600
2025-08-28,61750,1,546,546,0,546
2025-08-29,65000,0,499,499,0,499
2025-08-30,65000,0,459,446,1,506
2025-08-31,65000,0,551,551,0,551
2025-09-01,65000,0,395,395,0,395
2025-09-02,65000,0,421,421,0,421
2025-09-03,65000,0,421,421,0,421
2025-09-04,65000,0,427,427,0,427
2025-09-05,65000,0,487,290,1,451
2025-09-06,65000,0,551,551,0,551
2025-09-07,65000,0,428,428,0,428
2025-09-08,65000,0,392,392,0,392
2025-09-09,65000,0,478,478,0,478
2025-09-10,65000,0,395,395,0,395
2025-09-11,65000,0,399,399,0,399
2025-09-12,65000,0,475,475,0,475
2025-09-13,65000,0,583,583,0,583
2025-09-14,65000,0,506,506,0,506
2025-09-15,65000,0,362,362,0,362
2025-09-16,65000,0,434,434,0,434
2025-09-17,65000,0,439,439,0,439
2025-09-18,65000,0,449,449,0,449
2025-09-19,65000,0,507,507,0,507
2025-09-20,65000,0,479,479,0,479
2025-09-21,65000,0,466,466,0,466
2025-09-22,65000,0,418,418,0,418
2025-09-23,65000,0,429,429,0,429
2025-09-24,65000,0,467,334,1,455
2025-09-25,61750,1,506,303,1,440
2025-09-26,58500,1,668,668,0,668
2025-09-27,58500,1,629,629,0,629
2025-09-28,61750,1,600,600,0,600
2025-09-29,65000,0,391,391,0,391
2025-09-30,65000,0,391,391,0,391
2025-10-01,65000,0,450,450,0,450
2025-10-02,65000,0,449,449,0,449
2025-10-03,65000,0,500,500,0,500
2025-10-04,65000,0,526,526,0,526
2025-10-05,65000,0,542,542,0,542
2025-10-06,65000,0,408,408,0,408
2025-10-07,65000,0,437,437,0,437
2025-10-08,65000,0,437,437,0,437
2025-10-09,65000,0,467,467,0,467
2025-10-10,65000,0,412,412,0,412
2025-10-11,65000,0,527,527,0,527
2025-10-12,65000,0,580,351,1,461
2025-10-13,65000,0,408,408,0,408
2025-10-14,65000,0,483,483,0,483
2025-10-15,65000,0,452,452,0,452
2025-10-16,65000,0,425,425,0,425
2025-10-17,65000,0,460,460,0,460
2025-10-18,65000,0,522,522,0,522
2025-10-19,65000,0,509,509,0,509
2025-10-20,65000,0,421,421,0,421
2025-10-21,65000,0,433,433,0,433
2025-10-22,65000,0,438,438,0,438
2025-10-23,65000,0,441,441,0,441
2025-10-24,65000,0,410,410,0,410
2025-10-25,58500,1,690,690,0,690
2025-10-26,58500,1,704,704,0,704
2025-10-27,55250,1,508,508,0,508
2025-10-28,61750,1,597,597,0,597
2025-10-29,65000,0,475,475,0,475
2025-10-30,65000,0,485,485,0,485
2025-10-31,65000,0,528,528,0,528
2025-11-01,65000,0,513,513,0,513
2025-11-02,65000,0,468,468,0,468
2025-11-03,65000,0,434,434,0,434
2025-11-04,65000,0,403,403,0,403
2025-11-05,65000,0,374,374,0,374
2025-11-06,65000,0,402,402,0,402
2025-11-07,65000,0,468,468,0,468
2025-11-08,65000,0,568,568,0,568
2025-11-09,65000,0,501,501,0,501
2025-11-10,65000,0,394,394,0,394
2025-11-11,52000,1,966,966,0,966
2025-11-12,65000,0,392,392,0,392
2025-11-13,65000,0,475,475,0,475
2025-11-14,65000,0,430,430,0,430
2025-11-15,65000,0,504,504,0,504
2025-11-16,65000,0,462,462,0,462
2025-11-17,65000,0,438,438,0,438
2025-11-18,65000,0,441,441,0,441
2025-11-19,65000,0,441,441,0,441
2025-11-20,65000,0,449,449,0,449
2025-11-21,65000,0,481,481,0,481
2025-11-22,65000,0,565,565,0,565
2025-11-23,65000,0,555,555,0,555
2025-11-24,65000,0,412,412,0,412
2025-11-25,58500,1,533,533,0,533
2025-11-26,58500,1,636,636,0,636
2025-11-27,58500,1,640,640,0,640
2025-11-28,61750,1,481,481,0,481
2025-11-29,65000,0,505,392,1,546
2025-11-30,65000,0,499,499,0,499
2025-12-01,65000,0,439,439,0,439
2025-12-02,65000,0,455,455,0,455
2025-12-03,65000,0,454,407,1,506
2025-12-04,65000,0,487,487,0,487
2025-12-05,65000,0,442,442,0,442
2025-12-06,65000,0,556,556,0,556
2025-12-07,65000,0,529,529,0,529
2025-12-08,65000,0,475,475,0,475
2025-12-09,65000,0,450,450,0,450
2025-12-10,65000,0,436,436,0,436
2025-12-11,65000,0,480,480,0,480
2025-12-12,52000,1,1029,1029,0,1029
2025-12-13,65000,0,528,528,0,528
2025-12-14,65000,0,464,464,0,464
2025-12-15,65000,0,395,395,0,395
2025-12-16,65000,0,443,443,0,443
2025-12-17,65000,0,500,500,0,500
2025-12-18,65000,0,499,499,0,499
2025-12-19,65000,0,499,499,0,499
2025-12-20,65000,0,623,623,0,623
2025-12-21,65000,0,611,611,0,611
2025-12-22,65000,0,508,508,0,508
2025-12-23,65000,0,512,512,0,512
2025-12-24,65000,0,479,479,0,479
2025-12-25,58500,1,715,582,1,533
2025-12-26,61750,1,623,623,0,623
2025-12-27,61750,1,525,191,1,563
2025-12-28,61750,1,672,672,0,672
2025-12-29,65000,0,486,398,1,510
2025-12-30,65000,0,464,464,0,464
2025-12-31,65000,0,569,569,0,569
