Date,Warehouse,Product,Category,Price_IDR,Promotion,Demand_Raw,Stockout_Occurred,Sales_Actual
2023-06-15,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,24,0,24
2023-06-15,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,8,0,8
2023-06-15,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,5,0,5
2023-06-16,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,151,0,151
2023-06-16,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,87,0,87
2023-06-16,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,20,0,20
2023-06-16,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,76,0,76
2023-06-16,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,50,0,50
2023-06-16,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,11,0,11
2023-06-16,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,92,0,92
2023-06-16,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,21,0,21
2023-06-16,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,10,0,10
2023-06-16,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,31,0,31
2023-06-16,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,23,0,23
2023-06-16,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,4,0,4
2023-06-17,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,176,0,176
2023-06-17,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,101,0,101
2023-06-17,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,26,0,26
2023-06-17,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,100,0,100
2023-06-17,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,59,0,59
2023-06-17,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,13,0,13
2023-06-17,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,54,0,54
2023-06-17,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,30,0,30
2023-06-17,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,12,0,12
2023-06-17,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,52,0,52
2023-06-17,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,16,0,16
2023-06-17,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,7,0,7
2023-06-18,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,200,0,200
2023-06-18,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,83,0,83
2023-06-18,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,24,0,24
2023-06-18,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,104,0,104
2023-06-18,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,51,0,51
2023-06-18,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,9,0,9
2023-06-18,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,64,0,64
2023-06-18,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,34,0,34
2023-06-18,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,9,0,9
2023-06-18,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,20,0,20
2023-06-18,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,12,0,12
2023-06-18,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,7,1,0
2023-06-19,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,161,0,161
2023-06-19,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,89,0,89
2023-06-19,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,13,0,13
2023-06-19,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,93,0,93
2023-06-19,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,52,0,52
2023-06-19,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,10,0,10
2023-06-19,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,41,0,41
2023-06-19,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,15,0,15
2023-06-19,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,4,0,4
2023-06-19,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,32,0,32
2023-06-19,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,16,0,16
2023-06-19,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-06-20,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,159,0,159
2023-06-20,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,79,0,79
2023-06-20,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,14,0,14
2023-06-20,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,97,0,97
2023-06-20,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,46,0,46
2023-06-20,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,9,0,9
2023-06-20,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,73,0,73
2023-06-20,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,28,0,28
2023-06-20,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,5,0,5
2023-06-20,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,18,0,18
2023-06-20,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,16,0,16
2023-06-20,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,3,0,3
2023-06-21,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,181,0,181
2023-06-21,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,81,0,81
2023-06-21,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,16,0,16
2023-06-21,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,88,0,88
2023-06-21,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,46,0,46
2023-06-21,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,9,0,9
2023-06-21,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,58,0,58
2023-06-21,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,32,1,0
2023-06-21,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,6,0,6
2023-06-21,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,35,0,35
2023-06-21,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,2,0,2
2023-06-21,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-06-22,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,177,0,177
2023-06-22,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,74,0,74
2023-06-22,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,13,0,13
2023-06-22,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,105,0,105
2023-06-22,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,52,0,52
2023-06-22,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,9,0,9
2023-06-22,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,66,0,66
2023-06-22,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,29,0,29
2023-06-22,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,7,0,7
2023-06-22,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,2,0,2
2023-06-22,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,15,0,15
2023-06-22,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-06-23,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,184,0,184
2023-06-23,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,75,1,0
2023-06-23,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,20,1,0
2023-06-23,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,111,0,111
2023-06-23,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,66,0,66
2023-06-23,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,11,0,11
2023-06-23,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,73,0,73
2023-06-23,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,22,0,22
2023-06-23,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,8,0,8
2023-06-23,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,51,0,51
2023-06-23,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,30,0,30
2023-06-23,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,4,0,4
2023-06-24,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,169,0,169
2023-06-24,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,101,0,101
2023-06-24,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,20,0,20
2023-06-24,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,97,0,97
2023-06-24,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,65,0,65
2023-06-24,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,14,0,14
2023-06-24,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,68,0,68
2023-06-24,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,41,0,41
2023-06-24,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,9,0,9
2023-06-24,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,72,0,72
2023-06-24,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,26,0,26
2023-06-24,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,5,0,5
2023-06-25,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,224,0,224
2023-06-25,Jakarta,SKU_KOPI_GAYO,Food & Beverage,176000,1,148,0,148
2023-06-25,Jakarta,SKU_BATIK_TULIS,Fashion Premium,960000,1,34,0,34
2023-06-25,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,127,0,127
2023-06-25,Surabaya,SKU_KOPI_GAYO,Food & Beverage,176000,1,63,0,63
2023-06-25,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,13,0,13
2023-06-25,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,54,0,54
2023-06-25,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,29,0,29
2023-06-25,Medan,SKU_BATIK_TULIS,Fashion Premium,960000,1,10,0,10
2023-06-25,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,5,0,5
2023-06-25,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,25,0,25
2023-06-25,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,8,0,8
2023-06-26,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,152,0,152
2023-06-26,Jakarta,SKU_KOPI_GAYO,Food & Beverage,176000,1,136,0,136
2023-06-26,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,16,0,16
2023-06-26,Surabaya,SKU_HIJAB_INSTAN,Fashion,52000,1,136,0,136
2023-06-26,Surabaya,SKU_KOPI_GAYO,Food & Beverage,176000,1,86,0,86
2023-06-26,Surabaya,SKU_BATIK_TULIS,Fashion Premium,960000,1,18,0,18
2023-06-26,Medan,SKU_HIJAB_INSTAN,Fashion,52000,1,126,0,126
2023-06-26,Medan,SKU_KOPI_GAYO,Food & Beverage,176000,1,44,0,44
2023-06-26,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,5,0,5
2023-06-26,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,21,0,21
2023-06-26,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,27,0,27
2023-06-26,Makassar,SKU_BATIK_TULIS,Fashion Premium,960000,1,2,0,2
2023-06-27,Jakarta,SKU_HIJAB_INSTAN,Fashion,52000,1,211,0,211
2023-06-27,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,83,0,83
2023-06-27,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,17,0,17
2023-06-27,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,77,0,77
2023-06-27,Surabaya,SKU_KOPI_GAYO,Food & Beverage,176000,1,90,0,90
2023-06-27,Surabaya,SKU_BATIK_TULIS,Fashion Premium,960000,1,18,0,18
2023-06-27,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,64,0,64
2023-06-27,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,23,0,23
2023-06-27,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,7,0,7
2023-06-27,Makassar,SKU_HIJAB_INSTAN,Fashion,52000,1,93,0,93
2023-06-27,Makassar,SKU_KOPI_GAYO,Food & Beverage,176000,1,26,0,26
2023-06-27,Makassar,SKU_BATIK_TULIS,Fashion Premium,960000,1,2,0,2
2023-06-28,Jakarta,SKU_HIJAB_INSTAN,Fashion,52000,1,239,0,239
2023-06-28,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,93,0,93
2023-06-28,Jakarta,SKU_BATIK_TULIS,Fashion Premium,960000,1,29,0,29
2023-06-28,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,110,0,110
2023-06-28,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,55,0,55
2023-06-28,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,10,0,10
2023-06-28,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,75,0,75
2023-06-28,Medan,SKU_KOPI_GAYO,Food & Beverage,176000,1,44,0,44
2023-06-28,Medan,SKU_BATIK_TULIS,Fashion Premium,960000,1,11,0,11
2023-06-28,Makassar,SKU_HIJAB_INSTAN,Fashion,52000,1,71,0,71
2023-06-28,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,21,0,21
2023-06-28,Makassar,SKU_BATIK_TULIS,Fashion Premium,960000,1,7,0,7
2023-06-29,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,155,0,155
2023-06-29,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,82,0,82
2023-06-29,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,18,0,18
2023-06-29,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,106,0,106
2023-06-29,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,53,0,53
2023-06-29,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,9,0,9
2023-06-29,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,53,0,53
2023-06-29,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,27,0,27
2023-06-29,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,8,0,8
2023-06-29,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,45,0,45
2023-06-29,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,20,0,20
2023-06-29,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,5,0,5
2023-06-30,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,172,0,172
2023-06-30,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,94,0,94
2023-06-30,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,21,0,21
2023-06-30,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,116,0,116
2023-06-30,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,45,0,45
2023-06-30,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,8,0,8
2023-06-30,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,73,0,73
2023-06-30,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,21,0,21
2023-06-30,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,7,0,7
2023-06-30,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,3,0,3
2023-06-30,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,26,0,26
2023-06-30,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,5,0,5
2023-07-01,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,199,0,199
2023-07-01,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,85,0,85
2023-07-01,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,20,0,20
2023-07-01,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,81,0,81
2023-07-01,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,50,0,50
2023-07-01,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,15,0,15
2023-07-01,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,72,0,72
2023-07-01,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,40,0,40
2023-07-01,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,10,0,10
2023-07-01,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,49,0,49
2023-07-01,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,4,0,4
2023-07-01,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,3,0,3
2023-07-02,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,191,0,191
2023-07-02,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,100,0,100
2023-07-02,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,23,1,0
2023-07-02,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,114,0,114
2023-07-02,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,62,0,62
2023-07-02,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,13,0,13
2023-07-02,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,50,0,50
2023-07-02,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,40,0,40
2023-07-02,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,10,0,10
2023-07-02,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,64,0,64
2023-07-02,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,13,0,13
2023-07-02,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-07-03,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,159,0,159
2023-07-03,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,84,0,84
2023-07-03,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,14,0,14
2023-07-03,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,104,0,104
2023-07-03,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,54,0,54
2023-07-03,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,8,0,8
2023-07-03,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,54,0,54
2023-07-03,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,37,0,37
2023-07-03,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,4,0,4
2023-07-03,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,33,0,33
2023-07-03,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,16,0,16
2023-07-03,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-07-04,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,159,0,159
2023-07-04,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,78,0,78
2023-07-04,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,15,0,15
2023-07-04,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,80,0,80
2023-07-04,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,55,0,55
2023-07-04,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,10,0,10
2023-07-04,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,34,0,34
2023-07-04,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,25,0,25
2023-07-04,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,4,0,4
2023-07-04,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,14,0,14
2023-07-04,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,15,0,15
2023-07-04,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,3,0,3
2023-07-05,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,168,0,168
2023-07-05,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,85,0,85
2023-07-05,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,16,0,16
2023-07-05,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,94,0,94
2023-07-05,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,46,0,46
2023-07-05,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,8,0,8
2023-07-05,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,61,0,61
2023-07-05,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,27,0,27
2023-07-05,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,6,0,6
2023-07-05,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,20,0,20
2023-07-05,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,13,0,13
2023-07-05,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,4,0,4
2023-07-06,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,179,0,179
2023-07-06,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,93,0,93
2023-07-06,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,17,0,17
2023-07-06,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,91,0,91
2023-07-06,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,54,0,54
2023-07-06,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,9,0,9
2023-07-06,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,75,0,75
2023-07-06,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,29,0,29
2023-07-06,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,6,0,6
2023-07-06,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,42,0,42
2023-07-06,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,4,0,4
2023-07-06,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-07-07,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,179,0,179
2023-07-07,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,92,0,92
2023-07-07,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,21,0,21
2023-07-07,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,101,0,101
2023-07-07,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,59,0,59
2023-07-07,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,10,0,10
2023-07-07,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,55,0,55
2023-07-07,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,38,0,38
2023-07-07,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,6,0,6
2023-07-07,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,58,0,58
2023-07-07,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,23,0,23
2023-07-07,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,3,0,3
2023-07-08,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,207,0,207
2023-07-08,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,82,0,82
2023-07-08,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,26,0,26
2023-07-08,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,116,0,116
2023-07-08,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,50,0,50
2023-07-08,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,13,0,13
2023-07-08,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,66,0,66
2023-07-08,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,35,0,35
2023-07-08,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,7,0,7
2023-07-08,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,67,0,67
2023-07-08,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,14,0,14
2023-07-08,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,6,0,6
2023-07-09,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,187,0,187
2023-07-09,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,82,0,82
2023-07-09,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,21,0,21
2023-07-09,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,128,0,128
2023-07-09,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,50,0,50
2023-07-09,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,11,0,11
2023-07-09,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,81,0,81
2023-07-09,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,20,0,20
2023-07-09,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,8,0,8
2023-07-09,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,55,0,55
2023-07-09,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,16,0,16
2023-07-09,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,6,0,6
2023-07-10,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,136,0,136
2023-07-10,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,80,1,0
2023-07-10,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,13,0,13
2023-07-10,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,95,0,95
2023-07-10,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,49,0,49
2023-07-10,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,6,0,6
2023-07-10,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,77,0,77
2023-07-10,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,29,1,0
2023-07-10,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,5,0,5
2023-07-10,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,26,0,26
2023-07-10,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,16,0,16
2023-07-10,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-07-11,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,143,0,143
2023-07-11,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,87,0,87
2023-07-11,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,14,0,14
2023-07-11,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,83,0,83
2023-07-11,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,39,0,39
